Trap,Site,latitude,longitude,elevmean,slopemean,d.roads,d.river,d.water.area,d.settlements,GFC30mean,GFC50mean,GFC75mean,GFC90mean,VCFmean,Contigmean,CWEDmean,DCADmean
CT-MAS-3-02,DUCKE,-2.92527,-59.95146,117.9678616,4.526649474,3030.240655,1151.039325,13938.244,27269.97833,1,1,1,1,82.92857143,0.88675083,1.35245481,1.772522909
CT-MAS-3-03,DUCKE,-2.92299,-59.93381,97.59852217,5.809637314,4235.07779,0,13205.73952,29176.08639,1,1,1,1,82.06666667,0.958705008,0,1.359509945
CT-MAS-3-04,DUCKE,-2.93644,-59.95889,99.11990111,6.097596057,3617.316127,1140.643556,12910.85582,26029.20769,1,1,1,1,78.92857143,0.958705008,0,1.359509945
CT-MAS-3-05,DUCKE,-2.93369,-59.94175,87.62762022,6.298714719,4446.441899,0,13670.02094,27915.95017,1,1,1,1,82,0.958705008,0,1.359509945
CT-MAS-3-06,DUCKE,-2.94712,-59.96324,84.47730061,5.429657608,4378.45309,531.7631397,12237.05734,25156.39557,1,1,1,1,71.92857143,0.958705008,0,1.359509945
CT-MAS-3-07,DUCKE,-2.94364,-59.94601,74.68232386,5.51259352,5041.514135,0,13884.59238,27092.72794,1,1,1,1,76.33333333,0.763494199,0.65390618,2.151875748
CT-MAS-3-08,DUCKE,-2.93985,-59.92831,101.8498759,6.518129966,5984.955932,847.7113355,12049.68885,29091.80165,1,1,1,1,80,0.958705008,0,1.359509945
CT-MAS-3-09,DUCKE,-2.93774,-59.9096,85.81773399,10.05837039,7297.834811,300.5101361,10114.74419,29677.26837,1,1,1,1,71.64285714,0.958705008,0,1.359509945
CT-MAS-3-10,DUCKE,-2.95231,-59.95246,80.11742892,5.09862815,5490.25341,0,13134.73092,26108.01009,1,1,1,1,75.4,0.529865841,1.902622794,3.341044907
CT-MAS-3-11,DUCKE,-2.94894,-59.93436,115.3201483,4.990837979,6120.386539,816.8149105,12507.26014,28141.68807,1,1,1,1,64.21428571,0.958705008,0,1.359509945
CT-MAS-3-12,DUCKE,-2.94781,-59.91659,106.5006196,6.46051679,6324.122776,490.9443166,10582.61395,28877.66577,1,1,1,1,73.85714286,0.958705008,0,1.359509945
CT-MAS-3-13,DUCKE,-2.96321,-59.95863,80.73703704,5.464908546,5556.663647,312.4018522,12114.44427,25105.26134,1,1,1,1,73.9375,0.958705008,0,1.359509945
CT-MAS-3-14,DUCKE,-2.96125,-59.94164,92.81683168,7.474871515,4934.590771,1038.567805,13085.8023,26986.57716,1,1,1,1,63.35714286,0.958705008,0,1.359509945
CT-MAS-3-15,DUCKE,-2.95771,-59.92395,98.83847102,8.165066924,5125.359946,177.3703377,11207.36799,28153.38816,1,1,1,1,61.75,0.958705008,0,1.359509945
CT-MAS-3-16,DUCKE,-2.95482,-59.90645,93.78888889,6.967674281,5890.278095,0,9336.56458,27772.07371,1,1,1,1,74.0625,0.951593006,0.025127683,1.3813274
CT-MAS-3-17,DUCKE,-2.97117,-59.9484,79.73185732,6.085232924,4211.050205,1406.099923,13013.0068,25991.11995,1,1,1,1,64.07142857,0.68460526,1.515387632,2.645674165
CT-MAS-3-18,DUCKE,-2.96756,-59.93103,111.1127633,6.333858761,4031.415834,0,11809.44932,27470.22053,1,1,1,1,65.78571429,0.958705008,0,1.359509945
CT-MAS-3-19,DUCKE,-2.9656,-59.91375,99.35315985,8.783950274,4487.548753,160.6370445,9945.068969,26921.62672,1,1,1,1,62,0.924969455,0.145730948,1.47313981
CT-MAS-3-20,DUCKE,-2.96248,-59.89573,83.57055215,8.270223017,5711.891368,0,8022.696773,26603.25039,1,1,1,1,73.21428571,0.958708893,0,1.359509945
CT-MAS-3-21,DUCKE,-2.98178,-59.95695,76.70797546,6.509374305,3874.678807,2311.061398,11882.98106,24736.90691,1,1,1,1,65.92857143,0.958705008,0,1.359509945
CT-MAS-3-22,DUCKE,-2.97854,-59.93888,100.4404908,7.073213831,3020.444012,739.7064609,12026.80501,26232.94297,1,1,1,1,68.75,0.93579198,0.059168954,1.424441296
CT-MAS-3-23,DUCKE,-2.97608,-59.92077,101.5153752,6.835063318,3163.191621,688.5728757,10563.7264,26143.04596,1,1,1,1,69.86666667,0.958705008,0,1.359509945
CT-MAS-3-24,DUCKE,-2.97289,-59.90355,105.0331695,7.694409936,4269.633585,430.7843029,8697.122907,25774.12158,1,1,1,1,67.42857143,0.944113307,0.052963528,1.405825582
CT-MAS-3-25,DUCKE,-2.9867,-59.92854,80.68796069,6.374746137,1899.515931,1335.371361,10564.961,25439.68731,1,1,1,1,63.75,0.958705008,0,1.359509945
CT-MAS-3-26,DUCKE,-2.98397,-59.91066,94.58395062,8.251446058,2810.898163,1553.334762,9272.624773,24903.93179,1,1,1,1,63.875,0.516842672,1.030030246,2.669970439
CT-MAS-3-27,DUCKE,-2.98046,-59.89342,92.63411619,8.100058485,4424.22494,1770.465452,7494.674566,24624.84539,1,1,1,1,79.2,0.958725558,0,1.359509945
CT-MAS-3-28,DUCKE,-2.9965,-59.93548,94.17076326,7.411361579,1062.370337,1516.464191,10609.82419,24831.33458,1,1,1,1,65.6,0.958720473,0,1.359509945
CT-MAS-3-29,DUCKE,-2.99378,-59.91862,106.5522755,7.263313929,1416.400873,888.9409622,9211.552335,24256.58233,1,1,1,1,63.42857143,0.958705008,0,1.359509945
CT-MAS-3-30,DUCKE,-2.99138,-59.9004,82.12871287,7.404099137,3091.06724,941.6054344,7888.372614,23728.96788,1,1,1,1,78.33333333,0.958705008,0,1.359509945
CT-POC-1-01,SBR,-9.101616,-56.63144,241.3395291,2.41161672,45896.46997,1558.951668,30303.69063,230639.7036,0.939060939,0.927072927,0.927072927,0.883116883,61.64285714,0.290313515,59.01464766,12.75960402
CT-POC-1-02,SBR,-9.089725,-56.61864,222.6069652,5.173120326,47347.13622,1734.445274,32232.73093,229545.8368,0.784784785,0.718718719,0.718718719,0.658658659,40.6,0.235030011,56.14748703,17.56880884
CT-POC-1-04,SBR,-9.088802,-56.60645,222.2946979,3.995181702,47613.5889,1041.819359,33222.31625,229656.0824,1,1,1,1,75.5,0.656191556,2.471290574,3.132836487
CT-POC-1-05,SBR,-9.076646,-56.61977,220.4660074,3.960652115,48780.70738,529.7432527,33249.18301,228089.1857,0.952095808,0.948103792,0.948103792,0.938123752,74.125,0.583511049,10.78620535,3.434044532
CT-POC-1-06,SBR,-9.076644,-56.60748,229.9651308,3.693765713,48938.87592,1430.084675,34139.80159,228302.8501,1,0.989021956,0.989021956,0.976047904,75.93333333,0.364583229,15.60733985,7.536991793
CT-POC-1-07,SBR,-9.062968,-56.59418,201.5578818,3.764067533,50653.99952,1039.460261,36254.15216,227042.7717,0.771,0.744,0.744,0.702,50.28571429,0.497918305,25.40634692,4.419756682
CT-POC-1-08,SBR,-9.064327,-56.60631,224.9777228,3.062321495,50314.19566,970.5478801,35256.72143,226971.3594,0.986027944,0.984031936,0.984031936,0.978043912,77.64285714,0.490875811,17.93965913,7.188304034
CT-POC-1-10,SBR,-9.051162,-56.58188,180.1488315,4.210295274,52171.45052,0,34992.3461,225981.0203,0.760479042,0.739520958,0.739520958,0.726546906,70.26666667,0.397161973,48.19491293,12.42281618
CT-POC-1-11,SBR,-9.06343,-56.58065,183.2938272,4.907547205,50852.24617,158.4560737,35454.65106,227348.5853,0.768693918,0.765702891,0.765702891,0.762711864,101.3333333,0.552619612,24.76419181,6.167256442
CT-POC-1-12,SBR,-9.063473,-56.56882,178.9777503,3.826993559,51099.59182,162.600026,34289.3155,227584.2549,0.866799205,0.866799205,0.866799205,0.866799205,101.25,0.722188941,18.95374015,4.109602464
CT-POC-1-13,SBR,-9.051416,-56.56841,210.7579853,3.352012651,52422.18065,51.74037369,33652.90226,226273.0389,1,1,1,1,80.92857143,0.839541807,4.315964644,2.329615864
CT-POC-1-14,SBR,-9.062535,-56.55598,186.2453761,2.245639077,51510.92918,638.0182393,32983.05754,227740.6817,1,1,1,1,79.78571429,0.934407247,0.399272018,1.486921121
CT-POC-1-15,SBR,-9.05111,-56.55573,188.2220859,4.609977974,52754.64057,0,32376.95915,226497.0202,0.8140455,0.8140455,0.8140455,0.8140455,94,0.706200563,23.33650979,4.679608044
CT-POC-1-16,SBR,-9.038427,-56.58089,211.3193588,6.553474727,53585.8444,537.4728487,34331.42007,224605.3571,1,1,1,0.978,78.2,0.300066353,14.64856417,12.59197469
CT-POC-1-18,SBR,-9.037765,-56.59391,178.5691158,5.017799964,53430.0135,0,35641.35212,224284.298,0.887112887,0.882117882,0.882117882,0.819180819,67,0.317246715,75.53023959,26.13247084
CT-POC-1-19,SBR,-9.037489,-56.6194,172.3765432,4.391133874,53119.07335,49.91713509,36713.55828,223793.5337,0.764,0.575,0.575,0.545,71.64285714,0.413080064,52.83346593,9.290414961
CT-POC-1-20,SBR,-9.051377,-56.61962,189.3492647,3.474745699,51579.07564,0,35456.43536,225315.3192,0.986013986,0.907092907,0.907092907,0.863136863,66.8,0.365713709,27.61168243,12.03999592
CT-POC-1-21,SBR,-9.039589,-56.63131,172.7787392,6.622950055,52777.17262,0,35766.89233,223820.2914,0.827689243,0.811752988,0.811752988,0.762948207,88.28571429,0.306295205,72.95157466,25.33549908
CT-POC-1-22,SBR,-9.063352,-56.530326,181.6098765,4.298821772,52145.64028,0,30556.90325,228373.1612,0.867132867,0.867132867,0.867132867,0.865134865,106,0.528812919,27.64798594,6.786667145
CT-POC-1-23,SBR,-9.050933,-56.53129,195.0209877,4.318565403,53445.50167,176.6285822,29966.99658,226997.7318,0.823470411,0.821464393,0.821464393,0.819458375,94.75,0.603270188,21.39065455,5.59075147
CT-POC-1-26,SBR,-9.075579,-56.51809,219.9677419,3.199572244,51116.59695,1130.397605,30148.34264,229976.3583,1,1,1,1,83.35714286,0.958720252,0,1.359509945
CT-POC-1-27,SBR,-9.076106,-56.53072,182.0674847,3.644232526,50771.6821,0,31343.51123,229755.7532,0.823353293,0.823353293,0.823353293,0.819361277,95.26666667,0.529836568,39.2223762,8.661777792
CT-POC-1-29,SBR,-9.051375,-56.59379,194.8039216,3.308828022,51935.00359,436.2361986,36205.83954,225778.7297,1,0.95114656,0.95114656,0.837487537,74,0.347687583,52.77621728,12.45786958
CT-TDM-1-06,TMES,-4.634301,-53.594337,163.578492,3.371555382,96946.32948,176.1729915,1724.733467,361438.6201,1,1,1,0.999007937,67.8,0.471838101,11.69344958,4.960927701
CT-TDM-1-07,TMES,-4.634436,-53.581913,170.963145,2.735539063,97622.74937,1505.330084,3058.699202,362710.8416,1,1,1,0.997014925,73.57142857,0.818864659,0.694139929,1.842121733
CT-TDM-1-08,TMES,-4.634503,-53.569058,171.5581683,2.95859784,98331.58229,2930.859191,4480.212815,364031.4608,1,1,1,0.997008973,76.4375,0.673698081,1.635215642,2.440558632
CT-TDM-1-09,TMES,-4.63447,-53.556994,174.3012346,3.425382422,99002.12842,3844.157813,5821.550535,365276.0044,1,1,1,1,74.46666667,0.686686741,2.748127453,3.342624856
CT-TDM-1-11,TMES,-4.646967,-53.606934,164.5906863,2.880888349,97553.85257,389.0229579,391.8564379,359570.7901,1,1,1,0.998007968,70.625,0.606163717,1.892276326,2.617455078
CT-TDM-1-12,TMES,-4.647581,-53.61841,181.3386897,3.484773919,97037.70498,1673.947359,0,358362.1272,1,1,1,0.998011928,75.28571429,0.628635292,1.317389863,2.670362965
CT-TDM-1-120,TMES,-4.734417,-53.581011,161.8140394,3.5017425,107624.2943,0,10391.09891,358443.3313,0.961961962,0.958958959,0.951951952,0.940940941,60.0625,0.331390009,29.83105629,14.37486048
CT-TDM-1-121,TMES,-4.670456,-53.611263,178.7190184,8.022168744,99692.42537,0,2544.26623,358074.2784,0.954,0.954,0.952,0.946,73.4,0.374225669,28.91824726,10.48180989
CT-TDM-1-13,TMES,-4.647902,-53.631381,183.9765142,3.282373281,96434.12373,2854.10154,626.8691354,357013.6514,1,1,1,0.99498998,77.85714286,0.424313705,3.56924519,4.51307224
CT-TDM-1-14,TMES,-4.647296,-53.643587,190.6398515,3.936257208,95790.57504,4098.562902,996.0330794,355786.8286,1,1,1,0.989087302,73.86666667,0.320156636,7.812708451,7.338395527
CT-TDM-1-16,TMES,-4.646916641,-53.59380112,166.5796569,3.85232027,98224.73912,0,1710.766247,360925.4357,0.980961924,0.980961924,0.980961924,0.973947896,70.13333333,0.276304967,21.28775403,11.36647203
CT-TDM-1-17,TMES,-4.647184946,-53.58197241,177.2209877,3.426084143,98874.91288,1238.071987,3019.811599,362132.3813,1,1,1,0.99000999,65.42857143,0.676553257,3.24254448,3.53526168
CT-TDM-1-18,TMES,-4.646442309,-53.5685995,182.396064,3.104172162,99523.86233,2000.791127,4494.601067,363544.561,1,1,1,1,74.8,0.869069807,0.215894602,1.624347717
CT-TDM-1-19,TMES,-4.6469,-53.556886,179.8965517,2.803948777,100215.2889,2668.714153,5809.132589,364732.9316,1,1,1,1,73.73333333,0.921910047,0.09213227,1.4637744
CT-TDM-1-21,TMES,-4.659701725,-53.60587173,171.0580964,3.986793088,98881.30248,0,1614.810177,359109.2336,0.99001996,0.989021956,0.989021956,0.989021956,74.92857143,0.582066425,13.34893667,5.238582529
CT-TDM-1-22,TMES,-4.659856372,-53.61897784,186.1595092,5.413685024,98245.15113,997.6222628,1343.703082,357751.5023,1,1,1,1,75.4,0.897474233,0.149040776,1.542493584
CT-TDM-1-23,TMES,-4.65956,-53.631561,171.8419753,3.41386252,97606.32576,2298.64265,1749.140831,356468.853,1,1,1,0.998997996,77,0.576466274,0.908931351,2.511952498
CT-TDM-1-24,TMES,-4.659287,-53.643237,180.539604,3.626942732,97028.49495,3542.381408,2297.816093,355279.512,1,1,1,0.998,71.07142857,0.592895727,1.562689766,2.751210173
CT-TDM-1-26,TMES,-4.660573108,-53.59346702,160.7784653,3.280142974,99600.09229,0,2540.332278,360349.9081,0.968,0.962,0.958,0.956,69.46666667,0.329069823,22.65994462,9.978792986
CT-TDM-1-27,TMES,-4.659458399,-53.58190586,169.9692118,3.317657374,100091.3299,55.67416848,3504.960051,361592.6832,1,1,1,0.997008973,61.86666667,0.682040577,5.405541569,4.07852422
CT-TDM-1-28,TMES,-4.659462,-53.569345,172.2466091,3.578751066,100760.9964,749.8741899,4773.959551,362889.756,1,1,1,1,72.07142857,0.958705008,0.000273658,1.359509945
CT-TDM-1-29,TMES,-4.659582,-53.556483,175.8863081,2.9832651,101473.9151,1438.769999,6137.173727,364213.7287,1,1,1,1,73.5625,0.825793367,0.316870296,1.753765118
CT-TDM-1-31,TMES,-4.672783,-53.622411,166.3638614,4.06123859,99384.75311,1079.137107,2837.604405,356820.5079,1,1,1,1,77.0625,0.680299731,0.884205287,2.261317168
CT-TDM-1-32,TMES,-4.672892,-53.632444,171.7215347,3.445863978,98919.09739,2195.442322,3168.890316,355780.8061,1,1,1,1,78.625,0.867017243,0.41720439,1.721411568
CT-TDM-1-33,TMES,-4.672491,-53.643882,176.4851852,3.844749064,98347.60467,3464.811536,3699.626628,354619.6952,1,1,1,0.996993988,70.625,0.393213529,3.70248672,5.143396623
CT-TDM-1-36,TMES,-4.672691077,-53.59459522,168.6413709,3.211376524,100751.7063,690.6811112,3527.767756,359696.6316,1,1,1,1,74.6875,0.632583418,1.146394395,2.58700911
CT-TDM-1-37,TMES,-4.672273,-53.581883,164.8148148,3.166664151,101363.2636,222.416897,4388.155321,361029.0492,1,1,1,0.991008991,63.71428571,0.234789434,7.094544272,9.409269151
CT-TDM-1-41,TMES,-4.684287,-53.591959,166.6567901,3.769614562,102044.8811,0,4782.128009,359459.7116,0.958083832,0.958083832,0.952095808,0.949101796,72,0.398309688,23.31743467,11.81903101
CT-TDM-1-42,TMES,-4.685691,-53.580797,172.3679012,3.412877304,102754.2782,575.4152364,5606.028363,360554.0025,1,1,1,1,72.625,0.910688067,0.339344544,1.558759134
CT-TDM-1-43,TMES,-4.684735,-53.568135,171.8118812,2.681892682,103318.8304,513.1503185,6468.557105,361907.3633,1,1,1,0.998995984,73.26666667,0.565961796,3.96669708,3.901077649
CT-TDM-1-44,TMES,-4.684583,-53.556526,165.407911,3.866265079,103922.2855,0,7444.944026,363117.3253,1,1,1,0.965,67.46666667,0.18285836,26.28839706,19.06028687
CT-TDM-1-46,TMES,-4.698073,-53.568526,173.615099,3.534250191,104620.8651,625.6935763,7545.512424,361289.8447,1,1,1,0.998997996,75.73333333,0.580704602,1.776209136,2.941056625
CT-TDM-1-47,TMES,-4.697537,-53.556089,173.7745098,2.918479816,105222.2072,771.9106071,8440.311952,362604.0668,1,1,1,0.998001998,76.71428571,0.369636136,2.694969721,4.219767307
CT-TDM-1-48,TMES,-4.69766,-53.543777,171.9678218,3.041583208,105896.5238,193.746965,9478.113394,363877.779,1,1,1,0.999000999,62.2,0.408583406,4.734279935,4.983048636
CT-TDM-1-51,TMES,-4.709954,-53.568581,166.1001236,3.93060438,105800.0273,546.1981398,8624.433407,360774.5492,1,1,1,0.99001996,75.85714286,0.398937744,6.001375148,6.330799324
CT-TDM-1-52,TMES,-4.709992,-53.556329,181.3173432,3.280457124,106441.0164,1220.023652,9446.843425,362046.6809,1,1,1,1,71.64285714,0.777056156,0.481500792,1.914684592
CT-TDM-1-53,TMES,-4.710094,-53.543602,183.4487021,3.227913676,107127.7525,1313.864559,10427.97772,363366.3305,1,1,1,0.997,62.92857143,0.505751914,2.193590389,3.812056607
CT-TDM-1-54,TMES,-4.709758,-53.531097,175.4742015,3.12265278,107774.1316,524.5614693,11440.62799,364682.2542,1,1,1,0.989054726,60.85714286,0.223747648,13.31575438,12.61164821
CT-TDM-1-61,TMES,-4.722277243,-53.55617249,188.6034483,3.568217753,107667.8465,691.751168,10551.0903,361542.2391,1,1,1,0.998019802,70,0.395618657,1.960081467,3.715086285
CT-TDM-1-62,TMES,-4.722239021,-53.54295692,177.4802956,2.678584185,108359.3617,2170.6025,11466.98575,362920.6033,1,1,1,0.986,60.13333333,0.291437013,9.368734356,9.016263133
CT-TDM-1-63,TMES,-4.722769177,-53.53050962,182.1412776,2.826979015,109080.7788,1879.530648,12473.22681,364195.9295,1,1,1,0.988023952,61.9375,0.334515379,7.411394739,7.439302407
CT-TDM-1-64,TMES,-4.722544039,-53.51873397,195.4419753,3.186894589,109704.5146,1550.148283,13427.74505,365433.652,1,1,1,1,59.3125,0.676487563,1.315505402,2.516851037
CT-TDM-1-66,TMES,-4.735447,-53.568433,168.100861,2.752099613,108354.4118,623.3335449,11083.55742,359710.6072,1,1,1,1,61.875,0.461095684,2.319887144,3.705642066
CT-TDM-1-67,TMES,-4.735489804,-53.55566908,173.2781211,2.797248607,109008.4796,1288.354504,11809.56082,361039.692,1,1,1,1,60.5,0.78101573,0.471864194,1.934579185
CT-TDM-1-68,TMES,-4.735565912,-53.54380391,178.9306931,2.76673263,109632.6285,1885.089597,12572.14568,362274.4373,1,1,1,0.998,59.1875,0.454150896,2.106044996,3.981994453
CT-TDM-1-72,TMES,-4.748237,-53.593499,185.5693069,5.523837912,108418.5554,1087.959189,11478.46378,356561.407,1,1,1,1,60.4,0.835218287,3.012348569,2.226006722
CT-TDM-1-73,TMES,-4.748357,-53.606095,185.4869888,3.249603633,107840.998,1286.453548,11275.36678,355243.5384,1,1,1,1,65.5,0.936082384,0.144126025,1.456131078
CT-TDM-1-74,TMES,-4.748456,-53.61888,176.2475369,3.336212221,107268.4116,585.2461978,11237.16651,353907.6709,1,1,1,1,73.125,0.943400159,0.040622532,1.402883829
CT-TDM-1-75,TMES,-4.749131,-53.631299,181.1233046,4.34773786,106787.5954,0,11439.2356,352586.3511,1,1,1,1,77.07142857,0.955355187,0.011539521,1.369007451
CT-TDM-1-76,TMES,-4.748074,-53.555552,171.1197531,3.394738026,110270.238,0,13018.29827,360528.1505,0.978,0.978,0.978,0.976,60.71428571,0.554608159,16.90112627,6.597698511
CT-TDM-1-77,TMES,-4.74756,-53.543641,177.7546012,3.161598868,110831.3334,947.6809351,13685.84875,361793.8438,1,1,1,1,61.3125,0.725700009,0.679569363,2.218214947
CT-TDM-1-78,TMES,-4.747948,-53.531312,174.9059406,3.447643017,111517.0487,2162.455871,14525.60667,363066.6822,1,1,1,1,56.26666667,0.705265801,1.300621297,2.397060234
CT-TDM-1-79,TMES,-4.748157,-53.518174,182.9555006,3.250422477,112241.979,3495.033509,15488.7778,364432.3756,1,1,1,1,60.25,0.958705008,0,1.359509945
CT-TDM-1-81,TMES,-4.760732,-53.555707,169.8423645,3.244553482,111528.3786,0,14257.49735,359989.8682,1,1,1,0.99498998,62.14285714,0.413959565,12.13140519,7.632981047
CT-TDM-1-82,TMES,-4.760006,-53.569232,182.254321,7.358909273,110781.8351,666.9962892,13544.72683,358605.5707,1,1,1,0.996015936,62.3125,0.210452841,8.44683876,10.08333098
CT-TDM-1-83,TMES,-4.760266,-53.580748,178.0514076,3.804601262,110247.7477,1184.12521,13140.8514,357391.4765,1,1,1,1,61.69230769,0.888363431,0.195785557,1.570658473
CT-TDM-1-84,TMES,-4.759841,-53.592359,179.546798,3.342340477,109652.1999,1774.685002,12777.92547,356196.4963,1,1,1,0.997011952,63.57142857,0.575714655,1.733471211,3.100482038
CT-TDM-1-86,TMES,-4.760568794,-53.54268509,163.8041872,2.826869561,112175.2152,470.980843,14963.48426,361359.0239,1,1,1,1,56.5,0.520320456,3.904620497,3.999198188
CT-TDM-1-87,TMES,-4.76058824,-53.53083744,169.2628993,4.268402173,112792.8885,1774.360793,15701.84548,362598.548,1,1,1,0.995004995,60.5,0.289839488,5.080999816,6.291726263
CT-TDM-1-88,TMES,-4.760449016,-53.51826106,172.8093481,3.334733502,113446.281,3174.15311,16533.7227,363921.5606,1,1,1,1,59.85714286,0.958722298,0,1.359509945
CT-TDM-1-89,TMES,-4.760757135,-53.50524363,189.7008653,3.33187556,114181.4268,4625.822093,17511.23551,365273.4232,1,1,1,0.997993982,63.64285714,0.573068802,1.599774838,2.73685175
DEER 1,PNM,-7.622816,-63.785668,114.968059,1.386281181,15289.41473,3199.893545,48085.28281,63796.12724,0.018987342,0,0,0,18.25,0.810108101,3.33597198,1.65737062
DEER 2,PNM,-7.71717,-63.777094,138.4526445,1.787145814,25753.25934,2394.633796,51953.31607,53649.1086,0.234177215,0.075949367,0.006329114,0,16,0.823097715,7.19286834,1.630864964
DEER 3,PNM,-7.555194,-63.755499,121.8745387,2.937803015,7952.916758,3072.362116,50377.02919,71697.41197,1,1,0.805031447,0.773584906,71,0.532849402,16.4686226,5.130163438
DEER 4,PNM,-7.572921,-63.762187,155.6765432,1.442663334,10016.02424,3117.469144,49864.50851,69642.01276,0.61875,0.4125,0.2,0.14375,24.5,0.468351337,47.91603412,3.292875746
ESTRADA1,PNCA,-8.098904,-61.09339,62.77233782,2.208421992,34717.43674,3111.341249,10898.24768,166778.2327,1,1,1,1,82,0.740417798,0.867402518,2.417054899
ESTRADA2,PNCA,-8.09762,-61.07493,63.43788438,6.201894129,35641.92516,1787.487698,10598.97161,165067.1348,1,1,1,1,80.66666667,0.760185455,8.137874582,3.664107384
ESTRADA3,PNCA,-8.100257,-61.107295,64.50742574,2.455597805,34123.23352,2172.099789,11394.77728,168097.367,1,1,1,1,83,0.470850979,1.279855049,2.959004189
ESTRADA4,PNCA,-8.080359,-61.111342,61.65228113,2.648654877,31966.23388,1359.163006,9479.722061,167158.8745,1,1,1,1,75,0.503544751,14.88748345,4.144038589
ESTRADA5,PNCA,-8.123161,-61.100818,61.07434944,3.558676414,36706.76146,2214.906353,13684.26265,169048.767,1,1,1,0.993670886,82,0.295775505,6.280867383,7.278402314
ex1,RDSA,-2.46682,-64.63371,84.57549505,3.810606987,243034.3788,2132.398206,4634.972516,48443.25382,1,1,1,1,82,0.958705008,0,1.359509945
ex10,RDSA,-2.47602,-64.59741,106.8986403,3.817876814,239552.1578,207.7965422,7357.609575,52511.13481,1,1,1,1,77,0.958705008,0,1.359509945
ex11,RDSA,-2.52329,-64.59693,119.1790123,2.142855025,235678.8001,3765.372549,6997.323502,53035.61434,1,1,1,1,80.5,0.958705008,0,1.359509945
EX1106D1,PNM,-8.68775,-64.582043,135.2848411,2.301900047,62853.84304,3746.143168,49872.02665,95545.05158,1,1,1,1,76.5,0.826231108,23.4601068,3.619873523
EX1106D2,PNM,-8.709995,-64.562426,151.3518519,1.80307584,59695.93012,1286.819455,46801.3541,95217.61141,1,1,1,1,77.5,0.386987395,29.3697284,5.86749035
EX1106D3,PNM,-8.734861,-64.540506,179.3872549,2.117725001,56181.96992,1847.628329,43144.28844,94984.84822,1,1,1,1,77,0.485279171,21.28214929,5.743641338
EX1106D4,PNM,-8.762681,-64.516338,182.461063,2.949487349,52289.55904,2671.728745,39079.71713,94920.86874,0.46875,0.24375,0.175,0.15625,34,0.439678088,39.82765931,8.764785176
ex12,RDSA,-2.44707,-64.61614,120.6946848,4.345691674,243322.061,432.6748011,7562.069679,50395.26586,1,1,1,1,79,0.958705008,0,1.359509945
EX1206D1,PNM,-8.824788,-64.462716,92.13569682,1.998118533,43709.1529,3199.73968,30033.46207,95429.81032,1,1,1,1,75.04222209,0.348928166,39.24253622,7.546289967
EX1206D2,PNM,-8.85535,-64.48216,91.72570726,1.609699672,41394.96873,937.8376013,29296.6899,99357.75458,1,1,1,1,78,0.384074233,9.774077496,5.70115642
ex13,RDSA,-2.4422,-64.5852,137.7123457,1.609525258,241426.9542,2552.059341,10422.57092,53848.90549,1,1,1,1,73.5,0.958705008,0,1.359509945
EX1306D1,PNM,-8.945974,-64.64837,91.51105651,2.153469377,37663.10357,1025.554982,25052.43397,119332.9429,1,1,1,1,46.947417,0.313861737,45.07528154,4.483770497
ex14,RDSA,-2.45762,-64.5695,145.6200495,2.60905848,238992.9753,808.3856962,11018.98959,55571.45671,1,1,1,1,82.5,0.958705008,0,1.359509945
EX1506D1,PNM,-8.95018,-64.71771,109.0892193,2.649459968,39339.12647,1560.716003,27823.59521,125250.3899,1,1,1,1,67,0.424447295,46.56697398,9.319607621
EX1506D2,PNM,-8.9468,-64.682777,87.98029557,2.364562885,38485.80858,1149.411225,26471.47554,122150.6298,1,0.993710692,0.993710692,0.955974843,59.5,0.271007701,43.59884422,5.694385013
EX1606D1,PNM,-8.943296,-64.797146,102.7780518,2.015071499,43899.60437,1247.156879,33392.78441,131432.7016,1,1,1,1,77.5,0.821233871,2.666121431,2.414322008
EX1606D2,PNM,-8.952865,-64.77473,103.4938272,4.29865904,41742.60236,3930.040614,31008.95497,130196.7555,1,1,1,1,77,0.365552911,18.82193769,9.33994908
EX1606D3,PNM,-8.958175,-64.745536,107.1308642,2.54478585,39741.70195,2586.112403,28637.74799,128133.2384,1,1,1,1,78.66666667,0.381415912,10.22373285,6.027147651
EX1806D1,PNM,-9.392238,-65.080319,110.299511,7.005542601,29183.86573,2603.352653,19453.01915,187790.3052,0.75,0.75,0.69375,0.6375,35,0.38246171,35.67888895,16.42910049
EX1806D2,PNM,-9.383469,-65.013312,103.6279357,5.977285934,26601.18094,5232.977457,18984.31654,181923.8246,0.8375,0.81875,0.74375,0.7375,30.5,0.388264488,38.74386697,13.46242207
EX1806D3,PNM,-9.472084,-65.175649,105.1428571,3.361231186,24491.34699,6023.765865,8757.100481,201452.1147,1,1,1,1,67.5,0.329302895,57.06491404,21.61848111
EX1806D4,PNM,-9.568341,-65.07572,63.03589109,11.80741505,10847.32349,6694.033846,2834.205943,201614.0959,1,1,1,0.98125,80.5,0.29284001,34.7702235,19.69225139
EX1806D5,PNM,-9.526611,-65.042535,62.43478261,11.08091133,13910.795,7745.901603,4129.625275,195741.1689,1,1,0.974842767,0.93081761,75,0.29157622,33.29883668,17.86233665
ex2,RDSA,-2.44058,-64.65104,109.1709717,2.464809324,246472.6994,2340.791228,6584.387179,46536.42503,1,1,1,1,79.66666667,0.958705008,0,1.359509945
